Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ahnak	Ahnak	1344.38362276326	1.65583225388735	0.264446762297019	6.2614956579713	3.81302437693656e-10	2.27566465018119e-08
Cyp2s1	Cyp2s1	16.47051019585	1.65292496799373	0.370201361966847	4.46493486466902	8.00931143908347e-06	0.000198329025592832
Sox2ot	Sox2ot	36.7993664871402	1.65281419697974	0.383258365465086	4.31253260440652	1.61395072638795e-05	0.00036476529510637
Onecut1	Onecut1	9.57313759171352	1.64901405455642	0.454863901761466	3.6252910995368	0.000288636138338118	0.00456989914710514
Igsf5	Igsf5	50.5134692382299	1.64504554240911	0.362790411671332	4.53442398003458	5.77609003566501e-06	0.000147169089968044
Ptprq	Ptprq	4.97190459069157	1.6433583202383	0.452248865111613	3.63374780350797	0.000279333910050351	0.00445466740973412
Nos1	Nos1	17.6901876576492	1.64296003501443	0.35384342908507	4.64318367946699	3.43081087251639e-06	9.23591073723603e-05
2610034M16Rik	2610034M16Rik	16.1138090443439	1.64063614028578	0.435163329877794	3.77016174765121	0.000163141779570464	0.0027832114061217
Flrt1	Flrt1	27.050922916052	1.6379362642657	0.312989267345794	5.23320265309958	1.66597912501304e-07	6.14910450209214e-06
Fat2	Fat2	25.2509618178937	1.63058304293306	0.454517170473975	3.58750592685568	0.000333856146391804	0.00515602746787203
Cldn1	Cldn1	253.529387008267	1.62698232854319	0.355607004760308	4.57522575979581	4.75706729503766e-06	0.000122985208217963
Sdk1	Sdk1	163.231813080472	1.62128598746038	0.22517617228723	7.20007792561775	6.01781574778232e-13	5.54710283012856e-11
Ibsp	Ibsp	31.5566548054991	1.62084970556224	0.293616662252844	5.52029197909236	3.38436830986517e-08	1.39871334421329e-06
Ndst4	Ndst4	7.10196627770483	1.60725069409949	0.441693631968195	3.63883601159824	0.000273873120332094	0.00437469025339075
Neurl3	Neurl3	29.5744246842438	1.60071629074181	0.369599477325233	4.33094846974915	1.48468427347524e-05	0.000339031794018223
Lims2	Lims2	4.666548089745	1.59626511337996	0.438632053162222	3.63918938862775	0.00027349760742884	0.00437347763523357
Ddr2	Ddr2	1139.74170441558	1.58605741615609	0.388379477707144	4.08378276195133	4.43084551110432e-05	0.000892556820005751
Synpo	Synpo	224.684544864361	1.58314640619976	0.275205116057352	5.75260528903046	8.7878501617986e-09	4.06086325324478e-07
Fat4	Fat4	1302.13550344018	1.57762636265989	0.275158150940658	5.73352581875768	9.83640846979314e-09	4.47493042685214e-07
Sphkap	Sphkap	23.4759910551446	1.5763001620189	0.418039924379279	3.77069286948955	0.00016279492885148	0.00278268691005743
Rgs8	Rgs8	40.5544498587968	1.56795888862103	0.340540467616247	4.60432470653665	4.13806395921082e-06	0.000108738438904277
Sod3	Sod3	16.5449157263718	1.56252379808147	0.39098481282283	3.99637977444793	6.43185226545105e-05	0.00123086077158186
9430076C15Rik	9430076C15Rik	7.90534492030132	1.56191215509734	0.427174791417261	3.65637717037397	0.000255804896539228	0.0041242683227744
Aff3	Aff3	975.688934600167	1.55435460387547	0.148200176291168	10.4882102219746	9.78645845438018e-26	3.07679263478245e-23
Tmem108	Tmem108	283.979539653151	1.53913635197975	0.251450788623539	6.1210241590615	9.29758046776336e-10	5.11541255360755e-08
Anxa1	Anxa1	26.3179436140468	1.5275360913826	0.407223059366344	3.75110410927983	0.00017605757188592	0.00296903219408382
Sema3a	Sema3a	1403.36581961366	1.52718824039518	0.239129142368575	6.38645806725344	1.6977195845441e-10	1.05246658470012e-08
Ankrd2	Ankrd2	8.69091018223726	1.52528796261885	0.458543225543209	3.32637770585735	0.000879826182184263	0.0118426756601958
Ptprv	Ptprv	66.3413300992848	1.52473647328914	0.299943938884082	5.08340484879208	3.70728336414926e-07	1.25520059440792e-05
Kcns3	Kcns3	48.7267285977766	1.52044518814825	0.297947277554572	5.10306790056091	3.34191027273555e-07	1.1447017949763e-05
Fam110b	Fam110b	244.596799876496	1.52044167183999	0.181420373355821	8.38076586281707	5.25844114658272e-17	7.59771212373378e-15
Fcrl6	Fcrl6	27.1215863642648	1.51073163003995	0.398643541320107	3.78968043740824	0.000150841209993015	0.00260875279286545
BC024139	BC024139	40.7122714797627	1.50649425852512	0.376177855339628	4.00473934640571	6.20859011855825e-05	0.00119332355488359
5930403L14Rik	5930403L14Rik	64.5798713522383	1.5059359792739	0.362802954595049	4.15083714231264	3.31261419722078e-05	0.000687758084389965
Tmem200b	Tmem200b	251.013896743611	1.49648864692936	0.315967275873847	4.73621403606	2.17747622584766e-06	6.29497124855867e-05
Hgf	Hgf	125.865561925042	1.49338891660924	0.328170334705689	4.55065177645794	5.3479993530989e-06	0.000137254922172973
ORF63	ORF63	4.25824760656132	1.49245150909325	0.450572098896834	3.31234781902235	0.000925164445587081	0.0123678399612803
Klhl14	Klhl14	55.0435091743911	1.48860172375997	0.293367680220287	5.07418445904536	3.89161414494228e-07	1.31256242597421e-05
Loxl1	Loxl1	122.345037792358	1.4855662733092	0.339684115790925	4.37337574602271	1.22339888906484e-05	0.000287188811211674
Fam71b	Fam71b	2.27791682689414	1.48268676048617	0.450942528626562	3.28797278225674	0.00100911594879409	0.0132299578161481
Abca9	Abca9	132.005744035727	1.4826261318689	0.208237626786322	7.11987624306854	1.08024014342686e-12	9.65416647978341e-11
Ascl1	Ascl1	42.3403947788995	1.4825536240308	0.443402258906424	3.34358608746664	0.000827030296914664	0.0111919257551726
Slc25a21	Slc25a21	28.5495704768486	1.4812329740343	0.412437443816632	3.59141245840146	0.000328890652620116	0.00509274303432696
Ctnna2	Ctnna2	60.6031750824656	1.48047830885549	0.270980395317085	5.46341482424634	4.67061425067761e-08	1.89115430772157e-06
7530420F21Rik	7530420F21Rik	1.84909076639507	1.47052088159945	0.439436195718791	3.34638087605436	0.000818738502011202	0.0110967744930017
Vit	Vit	13.7284231712192	1.46976944866618	0.444046839704509	3.30994236924249	0.000933151821752364	0.0124644451981186
Tmem179	Tmem179	6.75273325730873	1.46883637878623	0.423186970431333	3.47089225665222	0.000518732091997413	0.0075228972089839
